user id,created at,food_desc
1154,2022-01-01 05:57:31,คะน้าหมูกรอบ
1210,2022-01-01 06:05:20,ผัดซีอิ้ว
1233,2022-01-01 06:06:10,สุกี้น้ำ
1146,2022-01-01 06:17:32,ไก่กระเทียม
1226,2022-01-01 06:22:16,คะน้าหมูกรอบ
1187,2022-01-01 06:35:37,สุกี้น้ำ
1257,2022-01-01 06:36:59,กระเฉดหมูชิ้น
1165,2022-01-01 06:46:21,สุกี้น้ำ
1280,2022-01-01 06:47:57,สุกี้น้ำ
1299,2022-01-01 06:52:48,สุกี้น้ำ
1228,2022-01-01 06:54:58,กระเฉดหมูชิ้น
1153,2022-01-01 06:56:24,ไก่กระเทียม
1278,2022-01-01 06:58:09,คะน้าหมูกรอบ
1210,2022-01-01 07:03:21,สุกี้น้ำ
1265,2022-01-01 07:05:21,ไก่กระเทียม
1288,2022-01-01 07:07:55,สุกี้น้ำ
1130,2022-01-01 07:08:13,กระเฉดหมูชิ้น
1230,2022-01-01 07:09:45,คะน้าหมูกรอบ
1116,2022-01-01 07:25:24,กระเฉดหมูชิ้น
1297,2022-01-01 07:26:09,ผัดซีอิ้ว
1206,2022-01-01 07:28:39,ไก่กระเทียม
1110,2022-01-01 07:28:40,กระเฉดหมูชิ้น
1113,2022-01-01 07:38:46,ผัดซีอิ้ว
1290,2022-01-01 07:41:14,สุกี้น้ำ
1176,2022-01-01 07:42:13,กะเพราไก่
1238,2022-01-01 07:46:28,ไก่กระเทียม
1118,2022-01-01 07:50:35,กระเฉดหมูชิ้น
1218,2022-01-01 07:58:58,ไก่กระเทียม
1153,2022-01-01 07:59:42,ไก่กระเทียม
1267,2022-01-01 07:59:57,สุกี้น้ำ
1192,2022-01-01 08:10:17,คะน้าหมูกรอบ
1246,2022-01-01 08:13:05,ผัดซีอิ้ว
1254,2022-01-01 08:18:23,กระเฉดหมูชิ้น
1234,2022-01-01 08:19:09,ผัดซีอิ้ว
1225,2022-01-01 08:19:29,ผัดซีอิ้ว
1264,2022-01-01 08:25:23,สุกี้น้ำ
1206,2022-01-01 08:25:44,ผัดซีอิ้ว
1220,2022-01-01 08:26:01,สุกี้น้ำ
1203,2022-01-01 08:27:03,กระเฉดหมูชิ้น
1027,2022-01-01 08:27:20,ไก่กระเทียม
1195,2022-01-01 08:29:35,ไก่กระเทียม
1278,2022-01-01 08:40:15,คะน้าหมูกรอบ
1178,2022-01-01 08:40:39,คะน้าหมูกรอบ
1202,2022-01-01 08:48:05,ผัดซีอิ้ว
1256,2022-01-01 08:50:18,กระเฉดหมูชิ้น
1242,2022-01-01 08:57:39,กะเพราไก่
1225,2022-01-01 09:02:52,คะน้าหมูกรอบ
1120,2022-01-01 09:04:15,กะเพราไก่
1264,2022-01-01 09:04:57,กะเพราไก่
1124,2022-01-01 09:06:32,ไก่กระเทียม
1231,2022-01-01 09:10:07,ไก่กระเทียม
1212,2022-01-01 09:12:11,กะเพราไก่
1286,2022-01-01 09:23:25,ไก่กระเทียม
1123,2022-01-01 09:26:00,กะเพราไก่
1257,2022-01-01 09:32:23,สุกี้น้ำ
1112,2022-01-01 09:51:30,สุกี้น้ำ
1124,2022-01-01 10:02:00,คะน้าหมูกรอบ
1141,2022-01-01 10:04:52,กะเพราไก่
1122,2022-01-01 10:08:02,กระเฉดหมูชิ้น
1164,2022-01-01 10:13:22,ผัดซีอิ้ว
1299,2022-01-01 10:13:42,คะน้าหมูกรอบ
1115,2022-01-01 10:23:21,ไก่กระเทียม
1149,2022-01-01 10:30:32,กระเฉดหมูชิ้น
1174,2022-01-01 10:45:01,ผัดซีอิ้ว
1198,2022-01-01 10:45:16,ไก่กระเทียม
1285,2022-01-01 10:51:38,กระเฉดหมูชิ้น
1230,2022-01-01 10:54:58,สุกี้น้ำ
1292,2022-01-01 10:59:27,สุกี้น้ำ
1265,2022-01-01 11:05:04,กระเฉดหมูชิ้น
1260,2022-01-01 11:10:19,คะน้าหมูกรอบ
1297,2022-01-01 11:12:16,สุกี้น้ำ
1179,2022-01-01 11:28:45,ไก่กระเทียม
1147,2022-01-01 11:42:20,ผัดซีอิ้ว
1245,2022-01-01 11:44:36,ไก่กระเทียม
1228,2022-01-01 11:44:59,ไก่กระเทียม
1181,2022-01-01 11:46:37,ผัดซีอิ้ว
1173,2022-01-01 11:59:25,กระเฉดหมูชิ้น
1217,2022-01-01 12:04:35,สุกี้น้ำ
1076,2022-01-01 12:19:42,ผัดซีอิ้ว
1190,2022-01-01 12:27:38,กะเพราไก่
1282,2022-01-01 12:38:05,กะเพราไก่
1257,2022-01-01 12:40:59,กะเพราไก่
1197,2022-01-01 12:42:50,ผัดซีอิ้ว
1130,2022-01-01 12:46:00,กระเฉดหมูชิ้น
1108,2022-01-01 12:51:04,คะน้าหมูกรอบ
1173,2022-01-01 13:07:31,กระเฉดหมูชิ้น
1165,2022-01-01 13:15:10,สุกี้น้ำ
1146,2022-01-01 13:22:56,สุกี้น้ำ
1238,2022-01-01 13:24:13,สุกี้น้ำ
1147,2022-01-01 13:40:24,กะเพราไก่
1194,2022-01-01 13:46:49,กะเพราไก่
1147,2022-01-01 13:47:16,กะเพราไก่
1241,2022-01-01 13:48:59,สุกี้น้ำ
1135,2022-01-01 13:56:30,ไก่กระเทียม
1213,2022-01-01 13:58:35,ผัดซีอิ้ว
1125,2022-01-01 13:58:43,ไก่กระเทียม
1066,2022-01-01 13:59:59,ผัดซีอิ้ว
1108,2022-01-01 14:03:40,คะน้าหมูกรอบ
1049,2022-01-01 14:06:31,ผัดซีอิ้ว
1201,2022-01-01 14:08:35,ผัดซีอิ้ว
1206,2022-01-01 14:11:40,กระเฉดหมูชิ้น
1257,2022-01-01 14:14:17,ผัดซีอิ้ว
1136,2022-01-01 14:17:43,กะเพราไก่
1193,2022-01-01 14:20:34,ผัดซีอิ้ว
1293,2022-01-01 14:41:57,กระเฉดหมูชิ้น
1188,2022-01-01 14:42:29,กระเฉดหมูชิ้น
1165,2022-01-01 14:45:04,ไก่กระเทียม
1214,2022-01-01 15:00:21,ผัดซีอิ้ว
1300,2022-01-01 15:03:26,สุกี้น้ำ
1084,2022-01-01 15:04:56,ไก่กระเทียม
1238,2022-01-01 15:14:44,กะเพราไก่
1114,2022-01-01 15:19:27,กระเฉดหมูชิ้น
1181,2022-01-01 15:22:33,ผัดซีอิ้ว
1232,2022-01-01 15:23:13,คะน้าหมูกรอบ
1295,2022-01-01 15:29:25,คะน้าหมูกรอบ
1236,2022-01-01 15:33:37,คะน้าหมูกรอบ
1249,2022-01-01 15:38:13,คะน้าหมูกรอบ
1183,2022-01-01 15:41:24,ไก่กระเทียม
1152,2022-01-01 15:44:49,กระเฉดหมูชิ้น
1176,2022-01-01 15:45:01,คะน้าหมูกรอบ
1083,2022-01-01 15:48:45,ผัดซีอิ้ว
1129,2022-01-01 15:49:11,สุกี้น้ำ
1182,2022-01-01 15:52:18,สุกี้น้ำ
1238,2022-01-01 15:54:01,ไก่กระเทียม
1288,2022-01-01 16:00:15,ผัดซีอิ้ว
1269,2022-01-01 16:02:39,ไก่กระเทียม
1281,2022-01-01 16:03:54,คะน้าหมูกรอบ
1125,2022-01-01 16:05:43,กะเพราไก่
1259,2022-01-01 16:10:16,ไก่กระเทียม
1162,2022-01-01 16:20:20,สุกี้น้ำ
1218,2022-01-01 16:26:59,กระเฉดหมูชิ้น
1282,2022-01-01 16:27:47,ผัดซีอิ้ว
1020,2022-01-01 16:28:33,ผัดซีอิ้ว
1220,2022-01-01 16:37:51,กระเฉดหมูชิ้น
1144,2022-01-01 16:38:28,ไก่กระเทียม
1228,2022-01-01 16:45:09,สุกี้น้ำ
1262,2022-01-01 16:45:28,ไก่กระเทียม
1168,2022-01-01 16:50:15,ผัดซีอิ้ว
1116,2022-01-01 16:53:45,สุกี้น้ำ
1217,2022-01-01 16:53:50,กระเฉดหมูชิ้น
1276,2022-01-01 16:56:44,คะน้าหมูกรอบ
1256,2022-01-01 16:58:28,ไก่กระเทียม
1164,2022-01-01 17:03:42,ผัดซีอิ้ว
1199,2022-01-01 17:05:19,สุกี้น้ำ
1217,2022-01-01 17:06:06,ผัดซีอิ้ว
1227,2022-01-01 17:07:52,ผัดซีอิ้ว
1296,2022-01-01 17:12:18,ผัดซีอิ้ว
1020,2022-01-01 17:13:15,คะน้าหมูกรอบ
1232,2022-01-01 17:16:45,ไก่กระเทียม
1109,2022-01-01 17:36:00,กระเฉดหมูชิ้น
1211,2022-01-01 17:45:45,สุกี้น้ำ
1231,2022-01-01 17:46:06,ไก่กระเทียม
1229,2022-01-01 17:56:18,สุกี้น้ำ
1149,2022-01-01 17:56:50,กระเฉดหมูชิ้น
1113,2022-01-01 18:13:28,คะน้าหมูกรอบ
1190,2022-01-01 18:21:38,คะน้าหมูกรอบ
1200,2022-01-01 18:22:42,ผัดซีอิ้ว
1266,2022-01-01 18:26:22,สุกี้น้ำ
1183,2022-01-01 18:31:17,กะเพราไก่
1152,2022-01-01 18:33:44,ไก่กระเทียม
1184,2022-01-01 18:44:54,ไก่กระเทียม
1089,2022-01-01 18:46:10,ไก่กระเทียม
1133,2022-01-01 18:46:25,ไก่กระเทียม
1215,2022-01-01 18:47:19,กะเพราไก่
1145,2022-01-01 18:57:23,กะเพราไก่
1239,2022-01-01 19:01:34,สุกี้น้ำ
1227,2022-01-01 19:05:23,ผัดซีอิ้ว
1256,2022-01-01 19:08:49,คะน้าหมูกรอบ
1205,2022-01-01 19:16:58,ไก่กระเทียม
1289,2022-01-01 19:17:06,คะน้าหมูกรอบ
1244,2022-01-01 19:28:11,คะน้าหมูกรอบ
1167,2022-01-01 19:28:30,กระเฉดหมูชิ้น
1277,2022-01-01 19:33:39,ผัดซีอิ้ว
1171,2022-01-01 19:39:04,คะน้าหมูกรอบ
1140,2022-01-01 19:41:27,สุกี้น้ำ
1249,2022-01-01 19:44:21,กะเพราไก่
1204,2022-01-01 19:54:26,สุกี้น้ำ
1150,2022-01-01 20:06:53,ผัดซีอิ้ว
1130,2022-01-01 20:14:16,กะเพราไก่
1140,2022-01-01 20:14:40,กะเพราไก่
1209,2022-01-01 20:19:45,กระเฉดหมูชิ้น
1127,2022-01-01 20:21:20,สุกี้น้ำ
1235,2022-01-01 20:22:22,สุกี้น้ำ
1194,2022-01-01 20:26:00,กระเฉดหมูชิ้น
1112,2022-01-01 20:32:42,กะเพราไก่
1161,2022-01-01 20:33:37,คะน้าหมูกรอบ
1165,2022-01-01 20:47:56,ไก่กระเทียม
1276,2022-01-01 20:50:25,ไก่กระเทียม
1124,2022-01-01 20:52:43,คะน้าหมูกรอบ
1203,2022-01-01 20:54:22,กระเฉดหมูชิ้น
1196,2022-01-01 20:58:45,ไก่กระเทียม
1217,2022-01-01 21:03:06,คะน้าหมูกรอบ
1202,2022-01-01 21:07:05,กระเฉดหมูชิ้น
1297,2022-01-01 21:16:00,คะน้าหมูกรอบ
1120,2022-01-01 21:32:33,กระเฉดหมูชิ้น
1249,2022-01-01 21:32:57,กระเฉดหมูชิ้น
1276,2022-01-01 21:34:48,คะน้าหมูกรอบ
1196,2022-01-01 21:38:39,กระเฉดหมูชิ้น
1256,2022-01-01 21:44:35,กะเพราไก่
1300,2022-01-01 21:53:02,ผัดซีอิ้ว
1167,2022-01-01 21:59:57,กะเพราไก่
1095,2022-01-01 22:15:55,กระเฉดหมูชิ้น
1173,2022-01-01 22:19:39,ผัดซีอิ้ว
1259,2022-01-01 22:28:15,ผัดซีอิ้ว
1177,2022-01-01 22:32:07,ผัดซีอิ้ว
1208,2022-01-01 22:35:29,สุกี้น้ำ
1269,2022-01-01 22:44:49,สุกี้น้ำ
1268,2022-01-01 22:48:35,กะเพราไก่
1283,2022-01-01 22:55:38,กระเฉดหมูชิ้น
1208,2022-01-01 23:02:20,คะน้าหมูกรอบ
1040,2022-01-01 23:02:26,ไก่กระเทียม
1210,2022-01-01 23:03:29,ไก่กระเทียม
1292,2022-01-01 23:03:50,สุกี้น้ำ
1154,2022-01-01 23:08:05,ไก่กระเทียม
1168,2022-01-01 23:09:06,คะน้าหมูกรอบ
1200,2022-01-01 23:09:47,กะเพราไก่
1266,2022-01-01 23:10:43,ไก่กระเทียม
1167,2022-01-01 23:19:16,ไก่กระเทียม
1230,2022-01-01 23:20:34,ผัดซีอิ้ว
1124,2022-01-01 23:25:05,สุกี้น้ำ
1209,2022-01-01 23:27:30,ไก่กระเทียม
1152,2022-01-01 23:30:46,กระเฉดหมูชิ้น
1231,2022-01-01 23:32:14,ผัดซีอิ้ว
1265,2022-01-01 23:33:28,ผัดซีอิ้ว
1210,2022-01-01 23:54:47,กระเฉดหมูชิ้น
1132,2022-01-02 00:00:04,คะน้าหมูกรอบ
1228,2022-01-02 00:00:38,ผัดซีอิ้ว
1254,2022-01-02 00:11:30,ไก่กระเทียม
1199,2022-01-02 00:16:28,สุกี้น้ำ
1266,2022-01-02 00:18:34,ผัดซีอิ้ว
1137,2022-01-02 00:26:09,สุกี้น้ำ
1172,2022-01-02 00:29:27,คะน้าหมูกรอบ
1160,2022-01-02 00:29:59,สุกี้น้ำ
1262,2022-01-02 00:33:39,กระเฉดหมูชิ้น
1031,2022-01-02 00:36:42,ไก่กระเทียม
1071,2022-01-02 00:37:37,กระเฉดหมูชิ้น
1236,2022-01-02 00:44:21,คะน้าหมูกรอบ
1287,2022-01-02 00:45:28,คะน้าหมูกรอบ
1251,2022-01-02 00:50:34,คะน้าหมูกรอบ
1252,2022-01-02 00:52:03,คะน้าหมูกรอบ
1143,2022-01-02 00:56:34,คะน้าหมูกรอบ
1205,2022-01-02 00:57:47,คะน้าหมูกรอบ
1180,2022-01-02 00:59:28,สุกี้น้ำ
1203,2022-01-02 00:59:56,กระเฉดหมูชิ้น
1230,2022-01-02 01:06:56,กะเพราไก่
1203,2022-01-02 01:18:45,กระเฉดหมูชิ้น
1137,2022-01-02 01:19:52,ไก่กระเทียม
1262,2022-01-02 01:23:11,กระเฉดหมูชิ้น
1201,2022-01-02 01:40:09,กะเพราไก่
1262,2022-01-02 01:45:56,กะเพราไก่
1169,2022-01-02 01:48:35,สุกี้น้ำ
1113,2022-01-02 01:49:43,คะน้าหมูกรอบ
1112,2022-01-02 01:59:05,กะเพราไก่
1169,2022-01-02 02:00:49,กระเฉดหมูชิ้น
1131,2022-01-02 02:05:38,ผัดซีอิ้ว
1204,2022-01-02 02:07:02,ไก่กระเทียม
1216,2022-01-02 02:18:56,ผัดซีอิ้ว
1122,2022-01-02 02:46:30,ผัดซีอิ้ว
1215,2022-01-02 02:49:05,กะเพราไก่
1174,2022-01-02 02:49:08,ผัดซีอิ้ว
1177,2022-01-02 02:56:51,ผัดซีอิ้ว
1246,2022-01-02 03:08:12,กระเฉดหมูชิ้น
1254,2022-01-02 03:20:13,ผัดซีอิ้ว
1242,2022-01-02 03:29:56,คะน้าหมูกรอบ
1168,2022-01-02 03:31:33,ผัดซีอิ้ว
1107,2022-01-02 03:34:12,ไก่กระเทียม
1214,2022-01-02 03:37:59,คะน้าหมูกรอบ
1210,2022-01-02 03:39:25,สุกี้น้ำ
1211,2022-01-02 03:46:22,กระเฉดหมูชิ้น
1280,2022-01-02 03:46:45,สุกี้น้ำ
1295,2022-01-02 03:50:05,สุกี้น้ำ
1111,2022-01-02 03:57:25,ผัดซีอิ้ว
1215,2022-01-02 03:59:39,สุกี้น้ำ
1102,2022-01-02 04:01:03,กะเพราไก่
1212,2022-01-02 04:01:53,กระเฉดหมูชิ้น
1122,2022-01-02 04:14:56,คะน้าหมูกรอบ
1246,2022-01-02 04:15:47,สุกี้น้ำ
1256,2022-01-02 04:28:17,คะน้าหมูกรอบ
1247,2022-01-02 04:36:50,กระเฉดหมูชิ้น
1113,2022-01-02 04:48:08,คะน้าหมูกรอบ
1129,2022-01-02 05:01:59,สุกี้น้ำ
1296,2022-01-02 05:04:45,กะเพราไก่
1285,2022-01-02 05:29:21,กระเฉดหมูชิ้น
1252,2022-01-02 05:30:24,ผัดซีอิ้ว
1253,2022-01-02 05:32:54,สุกี้น้ำ
1136,2022-01-02 05:33:33,สุกี้น้ำ
1265,2022-01-02 05:42:44,ไก่กระเทียม
1142,2022-01-02 05:46:04,กะเพราไก่
1227,2022-01-02 05:46:49,กะเพราไก่
1277,2022-01-02 05:49:35,กระเฉดหมูชิ้น
1230,2022-01-02 05:58:52,กระเฉดหมูชิ้น
1299,2022-01-02 06:02:00,ผัดซีอิ้ว
1253,2022-01-02 06:02:54,ผัดซีอิ้ว
1187,2022-01-02 06:04:43,คะน้าหมูกรอบ
1274,2022-01-02 06:10:21,คะน้าหมูกรอบ
1237,2022-01-02 06:13:45,ผัดซีอิ้ว
1111,2022-01-02 06:15:09,สุกี้น้ำ
1028,2022-01-02 06:33:34,ผัดซีอิ้ว
1283,2022-01-02 06:34:11,ไก่กระเทียม
1256,2022-01-02 06:34:45,กะเพราไก่
1276,2022-01-02 06:37:56,คะน้าหมูกรอบ
1248,2022-01-02 06:38:07,ไก่กระเทียม
1203,2022-01-02 06:41:50,กระเฉดหมูชิ้น
1266,2022-01-02 06:42:47,คะน้าหมูกรอบ
1293,2022-01-02 06:48:42,กะเพราไก่
1202,2022-01-02 06:57:52,ไก่กระเทียม
1269,2022-01-02 07:07:45,สุกี้น้ำ
1226,2022-01-02 07:08:08,สุกี้น้ำ
1190,2022-01-02 07:09:55,กะเพราไก่
1058,2022-01-02 07:11:00,คะน้าหมูกรอบ
1178,2022-01-02 07:23:58,คะน้าหมูกรอบ
1240,2022-01-02 07:28:41,คะน้าหมูกรอบ
1184,2022-01-02 07:42:42,กระเฉดหมูชิ้น
1148,2022-01-02 07:43:21,สุกี้น้ำ
1264,2022-01-02 07:44:08,กะเพราไก่
1279,2022-01-02 07:48:28,ไก่กระเทียม
1173,2022-01-02 07:59:41,กะเพราไก่
1279,2022-01-02 08:01:03,ไก่กระเทียม
1165,2022-01-02 08:01:51,คะน้าหมูกรอบ
1207,2022-01-02 08:21:42,คะน้าหมูกรอบ
1031,2022-01-02 08:23:53,ผัดซีอิ้ว
1209,2022-01-02 08:29:11,กะเพราไก่
1101,2022-01-02 08:38:53,สุกี้น้ำ
1004,2022-01-02 08:42:19,สุกี้น้ำ
1272,2022-01-02 08:49:07,ไก่กระเทียม
1241,2022-01-02 08:54:21,สุกี้น้ำ
1280,2022-01-02 08:55:44,ผัดซีอิ้ว
1222,2022-01-02 09:06:16,ผัดซีอิ้ว
1108,2022-01-02 09:12:05,สุกี้น้ำ
1224,2022-01-02 09:13:07,กระเฉดหมูชิ้น
1228,2022-01-02 09:27:00,คะน้าหมูกรอบ
1179,2022-01-02 09:27:23,สุกี้น้ำ
1256,2022-01-02 09:31:27,กะเพราไก่
1229,2022-01-02 09:37:18,คะน้าหมูกรอบ
1245,2022-01-02 09:37:48,ผัดซีอิ้ว
1284,2022-01-02 09:44:01,ผัดซีอิ้ว
1104,2022-01-02 09:45:10,สุกี้น้ำ
1130,2022-01-02 09:49:21,ไก่กระเทียม
1266,2022-01-02 09:57:20,สุกี้น้ำ
1286,2022-01-02 10:01:26,ไก่กระเทียม
1285,2022-01-02 10:02:40,ไก่กระเทียม
1152,2022-01-02 10:05:03,ไก่กระเทียม
1224,2022-01-02 10:07:08,กระเฉดหมูชิ้น
1168,2022-01-02 10:08:13,กะเพราไก่
1291,2022-01-02 10:11:37,กระเฉดหมูชิ้น
1131,2022-01-02 10:22:55,ผัดซีอิ้ว
1015,2022-01-02 10:24:22,กะเพราไก่
1184,2022-01-02 10:30:07,สุกี้น้ำ
1274,2022-01-02 10:33:37,กระเฉดหมูชิ้น
1148,2022-01-02 10:38:07,กะเพราไก่
1083,2022-01-02 10:44:17,คะน้าหมูกรอบ
1222,2022-01-02 10:45:48,กะเพราไก่
1083,2022-01-02 10:49:07,ไก่กระเทียม
1284,2022-01-02 10:49:58,กะเพราไก่
1274,2022-01-02 10:50:15,ไก่กระเทียม
1199,2022-01-02 10:54:42,ผัดซีอิ้ว
1274,2022-01-02 10:56:09,ผัดซีอิ้ว
1210,2022-01-02 11:15:16,กระเฉดหมูชิ้น
1300,2022-01-02 11:15:59,กระเฉดหมูชิ้น
1255,2022-01-02 11:25:40,กะเพราไก่
1296,2022-01-02 11:30:44,กระเฉดหมูชิ้น
1277,2022-01-02 11:37:41,คะน้าหมูกรอบ
1163,2022-01-02 11:46:21,ผัดซีอิ้ว
1201,2022-01-02 11:53:03,ไก่กระเทียม
1117,2022-01-02 11:55:35,ไก่กระเทียม
1260,2022-01-02 11:59:00,ผัดซีอิ้ว
1256,2022-01-02 12:13:26,ไก่กระเทียม
1293,2022-01-02 12:17:51,สุกี้น้ำ
1105,2022-01-02 12:22:45,สุกี้น้ำ
1112,2022-01-02 12:22:58,กะเพราไก่
1268,2022-01-02 12:28:05,สุกี้น้ำ
1117,2022-01-02 13:04:49,กะเพราไก่
1112,2022-01-02 13:05:07,คะน้าหมูกรอบ
1292,2022-01-02 13:09:19,กะเพราไก่
1200,2022-01-02 13:12:01,ไก่กระเทียม
1232,2022-01-02 13:31:34,ผัดซีอิ้ว
1152,2022-01-02 13:32:02,ผัดซีอิ้ว
1206,2022-01-02 13:37:22,ผัดซีอิ้ว
1251,2022-01-02 13:39:55,สุกี้น้ำ
1287,2022-01-02 13:40:00,ผัดซีอิ้ว
1129,2022-01-02 13:40:57,สุกี้น้ำ
1193,2022-01-02 13:47:26,คะน้าหมูกรอบ
1122,2022-01-02 13:47:59,ผัดซีอิ้ว
1249,2022-01-02 13:55:40,ผัดซีอิ้ว
1168,2022-01-02 14:02:13,ผัดซีอิ้ว
1272,2022-01-02 14:08:06,สุกี้น้ำ
1265,2022-01-02 14:12:04,กะเพราไก่
1233,2022-01-02 14:23:03,กระเฉดหมูชิ้น
1137,2022-01-02 14:23:42,สุกี้น้ำ
1130,2022-01-02 14:30:08,ไก่กระเทียม
1166,2022-01-02 14:44:01,ผัดซีอิ้ว
1109,2022-01-02 14:46:53,กระเฉดหมูชิ้น
1261,2022-01-02 14:47:24,กระเฉดหมูชิ้น
1261,2022-01-02 14:48:12,ผัดซีอิ้ว
1227,2022-01-02 14:51:23,กะเพราไก่
1145,2022-01-02 14:59:09,คะน้าหมูกรอบ
1162,2022-01-02 15:03:41,คะน้าหมูกรอบ
1064,2022-01-02 15:10:56,สุกี้น้ำ
1152,2022-01-02 15:13:18,คะน้าหมูกรอบ
1251,2022-01-02 15:14:44,ผัดซีอิ้ว
1193,2022-01-02 15:24:48,กะเพราไก่
1249,2022-01-02 15:28:02,คะน้าหมูกรอบ
1216,2022-01-02 15:30:18,สุกี้น้ำ
1196,2022-01-02 15:34:29,ผัดซีอิ้ว
1138,2022-01-02 15:35:54,ผัดซีอิ้ว
1294,2022-01-02 15:37:53,กะเพราไก่
1168,2022-01-02 15:41:49,ไก่กระเทียม
1276,2022-01-02 15:41:58,ผัดซีอิ้ว
1182,2022-01-02 15:43:55,ผัดซีอิ้ว
1128,2022-01-02 15:47:18,คะน้าหมูกรอบ
1257,2022-01-02 15:47:56,ผัดซีอิ้ว
1253,2022-01-02 15:50:01,กะเพราไก่
1256,2022-01-02 15:51:07,ผัดซีอิ้ว
1243,2022-01-02 15:54:14,กระเฉดหมูชิ้น
1252,2022-01-02 15:58:44,คะน้าหมูกรอบ
1298,2022-01-02 16:09:01,กะเพราไก่
1297,2022-01-02 16:13:32,กะเพราไก่
1294,2022-01-02 16:19:48,คะน้าหมูกรอบ
